1143,1001
1005,1014
1326,1018
1234,1012
1312,1002
1280,1024
1073,1021
1222,1027
1102,1015
1032,1033
1106,1035
1128,1039
1066,1032
1256,1035
1066,1040
1025,1027
1064,1002
1029,1038
1130,1030
1249,1021
1081,1025
1185,1038
1252,1039
1019,1016
1235,1021
1188,1016
1324,1026
1318,1021
1060,1035
1033,1036
1033,1033
1282,1020
1037,1034
1287,1005
1266,1011
1182,1004
1196,1005
1127,1021
1311,1021
1038,1028
1314,1039
1237,1034
1239,1024
1184,1002
1325,1023
1314,1020
1266,1016
1266,1015
1056,1002
1093,1006
1075,1006
1135,1025
1325,1037
1215,1013
1128,1019
1115,1017
1230,1034
1240,1024
1075,1016
1306,1035
1064,1002
1089,1017
1303,1003
1306,1021
1106,1023
1257,1038
1302,1008
1005,1023
1046,1007
1321,1038
1319,1026
1183,1027
1245,1016
1147,1009
1041,1001
1269,1003
1068,1017
1194,1007
1091,1032
1321,1001
1229,1035
1160,1038
1218,1023
1222,1018
1272,1033
1036,1004
1227,1000
1321,1040
1142,1019
1148,1035
1078,1035
1157,1028
1147,1036
1164,1035
1204,1009
1267,1007
1331,1033
1101,1037
1308,1017
1169,1031
1009,1003
1300,1027
1061,1036
1257,1036
1149,1018
1232,1000
1193,1026
1081,1039
1154,1006
1277,1030
1069,1030
1238,1020
1025,1026
1061,1019
1139,1027
1284,1040
1060,1026
1021,1019
1034,1033
1257,1030
1293,1032
1272,1032
1070,1016
1310,1003
1130,1020
1280,1023
1158,1001
1155,1010
1121,1012
1008,1030
1152,1038
1093,1030
1279,1011
1158,1029
1331,1037
1216,1028
1224,1012
1244,1007
1294,1017
1056,1034
1297,1008
1168,1000
1166,1003
1324,1015
1228,1039
1044,1016
1116,1007
1001,1019
1079,1005
1014,1030
1080,1013
1310,1036
1240,1015
1305,1010
1110,1035
1161,1004
1046,1032
1045,1018
1295,1014
1317,1014
1266,1040
1230,1040
1184,1006
1270,1022
1124,1013
1316,1026
1271,1035
1147,1038
1219,1026
1275,1003
1017,1017
1115,1014
1151,1022
1048,1015
1132,1004
1029,1014
1287,1004
1013,1036
1107,1001
1245,1006
1011,1009
1226,1016
1085,1021
1038,1029
1067,1000
1192,1019
1074,1040
1227,1015
1242,1028
1011,1024
1238,1034
1244,1028
1213,1031
1195,1012
1288,1030
1032,1005
1191,1026
1152,1025
1303,1031
1070,1004
1288,1035
1116,1031
1142,1006
1296,1020
1107,1009
1195,1031
1118,1034
1240,1023
1282,1040
1040,1032
1115,1020
1165,1037
1232,1020
1211,1031
1258,1013
1265,1009
1142,1015
1281,1011
1245,1020
1264,1013
1134,1001
1007,1026
1163,1010
1001,1033
1140,1021
1208,1037
1331,1023
1220,1013
1272,1017
1296,1013
1182,1022
1187,1033
1229,1034
1125,1029
1267,1000
1041,1001
1331,1029
1132,1007
1268,1023
1273,1005
1217,1030
1219,1025
1302,1003
1179,1012
1333,1023
1302,1003
1216,1036
1265,1029
1267,1040
1284,1012
1276,1012
1047,1033
1208,1000
1039,1021
1282,1011
1156,1007
1108,1037
1267,1028
1159,1016
1068,1036
1187,1007
1135,1017
1242,1013
1066,1033
1149,1009
1270,1039
1212,1030
1201,1009
1271,1017
1020,1025
1074,1028
1039,1018
1019,1019
1137,1024
1318,1035
1187,1035
1290,1023
1111,1003
1316,1010
1218,1002
1051,1029
1133,1009
1160,1026
1112,1037
1022,1035
1325,1019
1109,1029
1330,1032
1191,1026
1300,1031
1280,1036
1004,1017
1018,1025
1239,1017
1135,1013
1253,1026
1046,1022
1300,1034
1175,1001
1036,1016
1323,1024
1012,1028
1102,1013
1177,1027
1204,1030
1194,1002
1106,1018
1007,1004
1048,1038
1279,1018
1139,1021
1292,1026
1194,1039
1059,1030
1038,1026
1325,1037
1196,1021
1148,1007
1242,1016
1075,1001
1075,1000
1033,1030
1053,1010
1306,1013
1083,1015
1152,1005
1128,1013
1161,1023
1200,1000
1161,1008
1120,1034
1094,1019
1057,1015
1195,1030
1025,1019
1070,1005
1332,1023
1199,1035
1124,1000
1061,1005
1229,1015
1001,1039
1187,1010
1134,1021
1328,1005
1097,1010
1094,1002
1086,1011
1215,1008
1120,1036
1254,1009
1062,1003
1226,1001
1002,1031
1318,1011
1213,1034
1317,1024
1026,1014
1213,1018
1066,1007
1297,1028
1133,1040
1120,1032
1329,1030
1324,1021
1070,1037
1159,1013
1216,1029
1152,1036
1040,1006
1098,1020
1102,1024
1332,1000
1238,1004
1239,1005
1072,1010
1244,1033
1009,1017
1033,1035
1119,1004
1093,1039
1305,1036
1097,1010
1239,1031
1288,1016
1314,1017
1069,1001
1132,1004
1108,1038
1297,1016
1288,1032
1298,1013
1181,1030
1200,1022
1130,1040
1110,1010
1022,1011
1177,1028
1036,1019
1097,1014
1149,1009
1198,1004
1122,1028
1096,1001
1070,1008
1046,1013
1181,1001
1224,1011
1282,1005
1015,1039
1100,1006
1111,1015
1240,1017
1115,1014
1029,1025
1318,1012
1212,1014
1025,1013
1028,1028
1100,1031
1076,1002
1180,1001
1051,1040
1000,1035
1049,1003
1214,1014
1197,1040
1223,1025
1187,1015
1238,1005
1151,1008
1013,1011
1255,1019
1012,1037
1120,1006
1332,1036
1194,1026
1309,1018
1144,1023
1175,1023
1012,1039
1178,1012
1213,1031
1298,1026
1090,1013
1322,1018
1079,1028
1227,1026
1266,1022
1195,1006
1281,1026
1286,1022
1102,1030
1307,1029
1225,1000
1298,1020
1209,1038
1162,1003
1279,1028
1320,1020
1020,1027
1136,1035
1238,1032
1088,1029
1108,1024
1069,1001
1064,1024
1186,1005
1122,1014
1293,1006
1044,1025
1047,1039
1090,1017
1236,1012
1328,1038
1086,1036
1239,1008
1135,1005
1237,1001
1210,1017
1046,1002
1057,1017
1125,1032
1260,1026
1048,1039
1012,1026
1150,1026
1100,1018
1253,1014
1113,1017
1181,1021
1143,1005
1121,1011
1179,1027
1301,1037
1126,1039
1110,1003
1021,1010
1079,1023
1268,1005
1314,1027
1244,1003
1101,1015
1274,1000
1312,1000
1317,1001
1051,1003
1233,1012
1046,1037
1278,1024
1313,1011
1252,1025
1206,1015
1189,1009
1191,1040
1035,1007
1024,1019
1194,1037
1324,1008
1050,1016
1282,1034
1272,1008
1041,1040
1020,1010
1218,1006
1135,1018
1036,1024
1182,1005
1254,1004
1014,1027
1096,1000
1126,1003
1098,1004
1160,1025
1001,1008
1064,1006
1000,1000
1285,1010
1192,1023
1110,1018
1061,1013
1099,1024
1177,1021
1295,1000
1241,1012
1158,1004
1074,1019
1112,1028
1142,1034
1211,1025
1018,1016
1132,1004
1008,1033
1225,1003
1180,1006
1272,1009
1273,1013
1186,1036
1223,1034
1012,1008
1297,1019
1052,1032
1012,1039
1128,1006
1086,1022
1092,1038
1298,1028
1316,1029
1279,1027
1083,1015
1013,1012
1093,1026
1087,1039
1097,1013
1220,1038
1283,1040
1267,1027
1063,1035
1060,1034
1159,1027
1316,1028
1107,1007
1267,1021
1311,1015
1053,1009
1201,1034
1284,1011
1023,1006
1270,1016
1032,1007
1024,1021
1212,1036
1129,1007
1197,1026
1311,1036
1289,1027
1134,1011
1035,1025
1093,1004
1006,1038
1331,1033
1117,1038
1079,1018
1018,1005
1130,1022
1098,1020
1228,1007
1269,1011
1106,1026
1121,1019
1326,1039
1179,1004
1136,1002
1002,1005
1053,1023
1285,1028
1165,1005
1184,1038
1195,1030
1313,1000
1012,1024
1192,1029
1086,1008
1129,1027
1330,1011
1241,1034
1238,1023
1171,1020
1035,1025
1110,1030
1170,1000
1006,1003
1212,1025
1323,1018
1196,1014
1048,1035
1032,1022
1130,1010
1143,1040
1163,1020
1167,1014
1012,1032
1196,1024
1139,1024
1073,1019
1154,1027
1156,1020
1238,1008
1116,1008
1058,1036
1253,1008
1113,1028
1201,1027
1156,1008
1290,1032
1011,1013
1143,1004
1041,1023
1066,1017
1188,1006
1041,1013
1167,1032
1213,1018
1081,1012
1163,1020
1014,1039
1078,1038
1247,1022
1283,1007
1065,1011
1309,1024
1031,1033
1182,1038
1270,1013
1298,1019
1116,1015
1280,1014
1070,1016
1042,1014
1135,1011
1165,1012
1186,1033
1176,1022
1303,1004
1197,1032
1000,1035
1237,1013
1074,1018
1006,1029
1041,1034
1313,1014
1300,1039
1252,1013
1253,1017
1215,1009
1167,1032
1110,1001
1202,1038
1060,1023
1063,1036
1011,1017
1055,1031
1096,1025
1067,1030
1119,1022
1315,1010
1281,1001
1197,1011
1248,1006
1302,1028
1174,1013
1098,1019
1322,1000
1068,1023
1299,1025
1241,1017
1311,1003
1137,1029
1289,1034
1016,1031
1145,1031
1251,1015
1202,1040
1089,1021
1013,1038
1176,1010
1178,1033
1086,1001
1197,1020
1099,1033
1052,1040
1290,1013
1041,1010
1026,1017
1031,1002
1279,1026
1022,1007
1059,1007
1181,1007
1096,1028
1113,1030
1052,1032
1033,1040
1001,1008
1001,1013
1076,1029
1330,1017
1296,1037
1015,1000
1057,1000
1097,1002
1290,1021
1244,1034
1218,1034
1274,1029
1274,1026
1092,1023
1099,1006
1124,1006
1192,1015
1002,1035
1237,1027
1232,1019
1094,1001
1225,1028
1155,1018
1218,1005
1300,1020
1005,1023
1077,1030
1094,1008
1008,1018
1316,1014
1223,1037
1127,1015
1057,1029
1167,1039
1134,1021
1193,1040
1001,1014
1121,1034
1222,1008
1097,1010
1238,1002
1055,1019
1046,1024
1197,1036
1138,1040
1293,1039
1216,1020
1193,1018
1299,1021
1180,1022
1078,1000
1102,1009
1083,1016
1303,1000
1001,1031
1083,1035
1314,1022
1025,1009
1069,1031
1003,1029
1014,1003
1280,1011
1285,1017
1236,1007
1007,1025
1208,1008
1252,1024
1184,1016
1170,1037
1265,1033
1174,1020
1324,1035
1092,1040
1125,1030
1093,1013
1107,1026
1086,1026
1094,1004
1164,1031
1187,1017
1099,1010
1313,1008
1173,1021
1238,1019
1056,1022
1035,1032
1025,1020
1265,1017
1071,1039
1246,1012
1079,1035
1235,1012
1068,1018
1303,1022
1036,1038
1027,1038
1213,1040
1034,1001
1009,1011
1092,1025
1240,1013
1140,1026
1124,1028
1204,1018
1212,1034
1198,1034
1169,1021
1043,1010
1134,1003
1122,1007
1142,1036
1189,1031
1243,1030
1011,1024
1236,1022
1051,1027
1026,1012
1184,1000
1259,1028
1220,1028
1329,1019
1044,1024
1170,1016
1176,1016
1271,1038
1262,1038
1206,1016
1008,1006
1102,1029
1231,1016
1271,1010
1313,1024
1002,1001
1196,1032
1286,1005
1087,1016
